NIS,NIS_code,unemployed,foreigners,euforeigners,noneuforeigners,degree,bornabroad,borneu,bornnoneu,density,age,NL,FR,Reg_NL,income
84043,84043,0.0766,0.0389,0.0261,0.0128,0.2871,0.0874,0.046,0.0415,62.33,37.694570134,Neufchâteau (Neufchâteau),Neufchâteau (Neufchâteau),Waals Gewest,15299
84050,84050,0.0798,0.028,0.0238,0.0042,0.2253,0.0661,0.039,0.0271,46.11,39.947300878,Paliseul,Paliseul,Waals Gewest,14177
84059,84059,0.0901,0.0228,0.014,0.0088,0.2268,0.0587,0.0307,0.028,51.36,41.858699792,Saint-Hubert,Saint-Hubert,Waals Gewest,15387
84068,84068,0.0968,0.0252,0.0176,0.0076,0.2281,0.058,0.0336,0.0244,44.14,40.079800531,Tellin,Tellin,Waals Gewest,15376
84075,84075,0.0662,0.0213,0.0203,0.001,0.2577,0.054,0.0373,0.0167,44.43,41.738880017,Wellin,Wellin,Waals Gewest,15282
85007,85007,0.0898,0.0357,0.0277,0.008,0.2556,0.0927,0.0679,0.0248,45.33,40.520988141,Chiny,Chiny,Waals Gewest,15532
85009,85009,0.0537,0.0446,0.0382,0.0064,0.3667,0.1002,0.0727,0.0275,71.72,36.150317187,Etalle,Etalle,Waals Gewest,18496
85011,85011,0.122,0.0539,0.0462,0.0077,0.2369,0.1173,0.0877,0.0296,37.32,43.31568796,Florenville,Florenville,Waals Gewest,15264
85046,85046,0.0599,0.0491,0.0432,0.0058,0.3442,0.1161,0.0891,0.027,79.3,36.89683214,Habay,Habay,Waals Gewest,17615
85024,85024,0.0739,0.0471,0.0442,0.0029,0.298,0.1063,0.08,0.0263,50.52,40.273047647,Meix-devant-Virton,Meix-devant-Virton,Waals Gewest,15447
85026,85026,0.0744,0.093,0.0894,0.0036,0.2707,0.1902,0.1685,0.0218,126.68,38.040412779,Musson,Musson,Waals Gewest,16398
85047,85047,0.0841,0.0683,0.0606,0.0077,0.2425,0.1294,0.1,0.0293,75.11,39.303198284,Rouvroy,Rouvroy,Waals Gewest,15448
85034,85034,0.0574,0.0608,0.0447,0.016,0.3155,0.1349,0.0993,0.0356,92.41,37.988768257,Saint-Léger (Virton),Saint-Léger (Virton),Waals Gewest,18295
85039,85039,0.0571,0.0292,0.0254,0.0038,0.273,0.0822,0.0605,0.0218,47.72,37.980874027,Tintigny,Tintigny,Waals Gewest,15750
85045,85045,0.1164,0.0793,0.0517,0.0276,0.2803,0.158,0.0919,0.0661,122.62,39.837756099,Virton,Virton,Waals Gewest,15707
81001,81001,0.0826,0.1157,0.0898,0.0259,0.3785,0.2234,0.1471,0.0763,236.21,38.84849987,Aarlen,Arlon,Waals Gewest,19598
81003,81003,0.0404,0.0668,0.0636,0.0031,0.4378,0.1496,0.1232,0.0264,72.21,36.004378706,Attert,Attert,Waals Gewest,22312
81004,81004,0.1124,0.2171,0.1997,0.0174,0.209,0.3389,0.2873,0.0516,347.78,39.495207994,Aubange,Aubange,Waals Gewest,15615
81013,81013,0.1007,0.1392,0.0965,0.0427,0.2507,0.2224,0.1473,0.0751,58.34,37.902945537,Martelange,Martelange,Waals Gewest,16465
81015,81015,0.0646,0.1261,0.114,0.0121,0.3103,0.2401,0.2054,0.0347,149.96,38.702364051,Messancy,Messancy,Waals Gewest,19476
91005,91005,0.0892,0.031,0.0243,0.0067,0.2309,0.06,0.0368,0.0232,107.11,40.776305138,Anhée,Anhée,Waals Gewest,15320
91013,91013,0.1286,0.0571,0.029,0.0281,0.2284,0.0897,0.0479,0.0419,51.59,40.188414258,Beauraing,Beauraing,Waals Gewest,14267
91015,91015,0.0989,0.0256,0.0221,0.0035,0.1966,0.0602,0.0413,0.0189,28.94,41.805750924,Bièvre,Bièvre,Waals Gewest,14074
91030,91030,0.0951,0.0256,0.0185,0.0071,0.2576,0.059,0.0308,0.0282,106.49,40.797193746,Ciney,Ciney,Waals Gewest,15881
91034,91034,0.1379,0.0659,0.0275,0.0384,0.2282,0.1143,0.048,0.0663,138.08,40.51036827,Dinant,Dinant,Waals Gewest,14856
91054,91054,0.1105,0.0318,0.0298,0.002,0.2146,0.0623,0.0482,0.0141,29.46,42.64627146,Gedinne,Gedinne,Waals Gewest,14494
91059,91059,0.0717,0.0547,0.015,0.0397,0.296,0.0812,0.0271,0.0541,94.55,37.391417255,Hamois,Hamois,Waals Gewest,16582
91142,91142,0.2043,0.0609,0.05,0.011,0.1401,0.1022,0.0717,0.0305,100.31,44.008243159,Hastière,Hastière,Waals Gewest,13442
91064,91064,0.0757,0.0223,0.0178,0.0045,0.2915,0.0492,0.0257,0.0235,48.29,38.817366096,Havelange,Havelange,Waals Gewest,15404
91072,91072,0.0898,0.0307,0.0259,0.0048,0.2321,0.0557,0.0364,0.0193,37.3,41.118742995,Houyet,Houyet,Waals Gewest,15090
91103,91103,0.12,0.0249,0.0201,0.0048,0.2296,0.054,0.0348,0.0192,47.76,40.20792617,Onhaye,Onhaye,Waals Gewest,16023
91114,91114,0.1088,0.031,0.0197,0.0114,0.2208,0.0705,0.0359,0.0346,75.05,40.202069623,Rochefort,Rochefort,Waals Gewest,14702
91120,91120,0.0881,0.032,0.0264,0.0056,0.2338,0.0685,0.0474,0.0212,52.19,40.276635321,Somme-Leuze,Somme-Leuze,Waals Gewest,15460
91143,91143,0.1276,0.0842,0.0529,0.0312,0.1819,0.1311,0.0883,0.0428,28.24,44.868850714,Vresse-sur-Semois,Vresse-sur-Semois,Waals Gewest,13928
91141,91141,0.0753,0.0848,0.0367,0.0481,0.3362,0.1131,0.0435,0.0697,163.16,38.768432256,Yvoir,Yvoir,Waals Gewest,17314
92003,92003,0.1216,0.0435,0.0321,0.0114,0.2178,0.092,0.0498,0.0422,296.35,39.752019427,Andenne,Andenne,Waals Gewest,15036
92006,92006,0.0577,0.0349,0.0173,0.0176,0.3462,0.0649,0.0281,0.0368,85.21,37.756228218,Assesse,Assesse,Waals Gewest,18184
92035,92035,0.067,0.0234,0.0177,0.0057,0.3089,0.0518,0.0269,0.0249,148.58,39.256159314,Eghezée,Eghezée,Waals Gewest,18132
92138,92138,0.0554,0.0194,0.0145,0.0049,0.3358,0.0494,0.0243,0.025,108.98,38.202906591,Fernelmont,Fernelmont,Waals Gewest,18029
92045,92045,0.0717,0.0297,0.0239,0.0058,0.3151,0.0585,0.0359,0.0225,201.03,38.800507776,Floreffe,Floreffe,Waals Gewest,17718
92048,92048,0.1116,0.0359,0.0308,0.0051,0.2492,0.0541,0.0368,0.0174,156.62,38.943766872,Fosses-la-Ville,Fosses-la-Ville,Waals Gewest,15743
92142,92142,0.0816,0.0602,0.0312,0.029,0.3774,0.1063,0.0424,0.0639,247.75,39.123081865,Gembloux,Gembloux,Waals Gewest,18299
92054,92054,0.0667,0.0213,0.0136,0.0077,0.3575,0.0548,0.0252,0.0296,103.96,38.080793609,Gesves,Gesves,Waals Gewest,17668
92140,92140,0.1217,0.0363,0.0313,0.005,0.2293,0.0607,0.0396,0.0211,395.2,39.115307511,Jemeppe-sur-Sambre,Jemeppe-sur-Sambre,Waals Gewest,15815
92141,92141,0.054,0.0185,0.0151,0.0034,0.375,0.0502,0.0261,0.0242,167.24,38.194878961,La Bruyère,La Bruyère,Waals Gewest,19022
92087,92087,0.0932,0.0306,0.0253,0.0054,0.2599,0.0501,0.0318,0.0183,108.84,39.199906443,Mettet,Mettet,Waals Gewest,16185
92094,92094,0.1199,0.0695,0.035,0.0345,0.3157,0.1394,0.0478,0.0916,627.09,41.126008922,Namen,Namur,Waals Gewest,16909
92097,92097,0.0798,0.0215,0.0177,0.0038,0.2854,0.0515,0.0304,0.0211,82.95,37.870984455,Ohey,Ohey,Waals Gewest,15844
92101,92101,0.0755,0.0342,0.0257,0.0085,0.3582,0.0718,0.0375,0.0343,229.66,39.631030599,Profondeville,Profondeville,Waals Gewest,17929
92137,92137,0.1555,0.089,0.079,0.01,0.192,0.1005,0.0717,0.0288,803.77,40.90201626,Sambreville,Sambreville,Waals Gewest,15064
92114,92114,0.0824,0.0403,0.0342,0.0061,0.3167,0.0682,0.0397,0.0285,227.5,38.775203418,Sombreffe,Sombreffe,Waals Gewest,17344
93010,93010,0.1358,0.0248,0.0199,0.005,0.22,0.0513,0.0352,0.0161,57.91,38.926970863,Cerfontaine,Cerfontaine,Waals Gewest,14506
93014,93014,0.1718,0.0369,0.0295,0.0074,0.2003,0.0868,0.0652,0.0216,66.67,41.597386328,Couvin,Couvin,Waals Gewest,13759
93018,93018,0.1211,0.0318,0.0266,0.0052,0.2121,0.0694,0.0535,0.0159,34.47,41.783615965,Doische,Doische,Waals Gewest,13972
93022,93022,0.1208,0.0563,0.0187,0.0376,0.2185,0.0798,0.0303,0.0495,86.2,40.039329862,Florennes,Florennes,Waals Gewest,15309
93056,93056,0.1285,0.0438,0.0288,0.0149,0.2102,0.0743,0.0447,0.0296,57.77,41.222550342,Philippeville,Philippeville,Waals Gewest,14894
93090,93090,0.1846,0.0655,0.032,0.0335,0.1686,0.1113,0.0668,0.0445,48.92,42.047782439,Viroinval,Viroinval,Waals Gewest,13764
93088,93088,0.0968,0.039,0.0351,0.0039,0.2714,0.0588,0.0419,0.0169,147.05,40.548905828,Walcourt,Walcourt,Waals Gewest,16675
